sentence,label
三月无行情  ,0
和腾达走势一摸一样  ,0
不要买前期强势股补跌惨烈  ,0
怕怕了，割了  ,0
全是散户，你说谁敢买？  ,0
前天涨停板12.39走的！  ,0
跌停吧，求你了，借钱买你  ,0
这样跌，妥妥的杀猪盘，可以向证监会举报理赔。 ,0
这可真叫死给你看！  ,0
垃圾，再也不碰你  ,0
跌倒一块再买100股  ,1
庄稼昨天走干净了，今天散户杀散户就这样杀下去吧  ,0
按死跌停，不要让拉萨出去  ,0
太惨了版块垫底  ,0
这唱的是那一出？  ,0
追一字板差点追进去，感觉赚了好几万  ,1
就是举报电话打得少了，所以没人管，觉得A沙是正常操作，这不是典型的操作股价割韭菜  ,0
，孙子有本事天天跌停 ,0
昨天没跑。今天又挨个跌停。。前天打板进40个点没有了  ,0
买不完根本买不完  ,0
我就是万手哥，亏麻了  ,0
昨天早上想等着下午再出下午跌停割肉都割不了今天不想等了直接割肉了亏三十个点一个月  ,0
大哥深中华带你飞，小弟跟上啊，不要拖后腿  ,0
操割了30%没了  ,0
买了500股、亏了1300；你是大开杀戒  ,0
加油，买买买，哈哈哈  ,1
冬天了用电多，可以稳住了  ,1
昨天一样的套路  ,0
已经举报了，会有人查的  ,0
又跌停了不让人活了是吗  ,0
今天还是跌停，舒服了吧。好傻钱多。  ,0
一个垃圾股亏我300真是醉了  ,0
兄弟们，地天走起  ,0
初入股市的股民我劝你赶快销户，要不然深渊在等你  ,0
典型的杀猪盘，怎么举报？  ,0
这个价格还有谁在卖啊？要卖公司嘛？ ,0
看到你们这些说地天的，我就知道地板焊死无疑了[捂脸]  ,0
垃圾恶心  ,0
目前告谁都没有了，这个股活拖割韭菜  ,0
五天五板妥妥的大牛股  ,0
这是要倒闭了吗？ ,0
加仓加仓  ,1
快跑快跑  ,0
昨天提醒各位离场，告诉大家出货了，赶紧走，提醒的时候还算好价格了，还说了昨天进的  ,0
今天低开4个点就建仓，先入1万手，过年赚点零花钱  ,1
加仓抄底  ,1
打板的兄弟。40个点没有了  ,0
今天又是昨天的剧情  ,0
昨天921买的，竞价清仓了  ,1
就知道跌停  ,0
今天只要敢跌停开，溢价空间和概率就相当大了  ,1
大幅低开都是卖点，不可能买点！  ,0
深南电有机会接力深中华。共同点：1、深圳本地股。2、2023年扭亏。3、非两融标  ,1
看到这两天的龙虎榜真的挺绝望[囧]  ,0
今天跌停  ,0
我的深南电A 又是一字涨停，只有继续持有。  ,1
割不动了  ,0
个人感觉深南电还有上攻前期高点机会  ,0
怎还有人买？明天地板再买不香么？  ,0
告诉大家一个好消息，昨天砸坏深南的上塘路去了中设股份吃了天地大面，因果循环，苍天  ,0
深南电A尾盘上演“天地板”  ,0
有损失几千亿的感觉。今天错得一塌糊涂  ,0
竞价看龙头：深南电A一字涨停晋级3连板  ,1
套30个点的这个年怎么过？到6、7月份才能解套，这股市太可怕了。  ,0
明天缩量跳谁也进不来！立贴为证哈  ,0
前两天追板的人可还安好？  ,0
今天把保险和建筑装饰都走了，今天早盘入场了综合和电力。  ,0
明天铁定低开，开盘直线拉升飘红  ,1
昨天打板排队进的10万股，头大！  ,1
明天就是不跑，累了，走哪都是死，  ,0
看到543了，可以安心睡觉了，昨晚通宵打cf，只为了坚持到早上打板  ,1
今天没有拉起，年前还剩5天就没戏了！大资金开始休息  ,0
明天高开就大涨低开就准备低吸。  ,1
人家A字，你都是一字，简直是凶残，最后五个交易日，再冷也没人来炒了。  ,0
这股连续亏损三年啦，是不是要被ST啦？  ,0
今天开盘没多久抄了一成，今天不及预期，明天直接开盘挂跌停价卖出。不用去想明天到底  ,0
明天怎么操作，我打算躺平  ,0
明天开盘1分钟内拉涨停直到年30行不行？  ,1
让你们看清什么是无影脚和上膛路  ,0
上塘路如果今天不砸，这个真有可能成为新龙头，三板涨停卡在了老龙一字跌停。而且人气  ,1
昨天打板的韭菜今天开盘跑路也是亏损27个点，啧啧，这是你们能来的市场？  ,0
明天如果继续跌停就准备抄底了，先买入三成仓位  ,1
昨天涨停板本来是卖出的，谁知道网络断了，在看见就跌幅两个点了，奶奶的盈利18个点  ,0
明天又是一个跌停  ,0
跌停买的！明天能出去么？  ,0
深南电A：净利润亏损有所减小，资产负债率同比大幅下降（000037））  ,1
明天大概率企稳，  ,1
尾盘买了2000股  ,1
兄弟们好消息真解气啊上塘路活该被埋！！！被人暗算了！好！  ,0
看龙虎榜还一点希望，拉萨们一出一进还不是为了自救，这跳空的亏缺明天不拉高再抛掉它   ,1
跟腾达科技一样，明天又是跌停  ,0
上塘路走后一地鸡毛  ,0
今天进的基本全是散户啊，看排单就知道，当游资敢死队，机构敢死队都绝望的时候，只有  ,0
多少人想等冲高卖，一等在等，结果出不去了，这种就应该连夜按跌停，集合竞价就核按钮  ,0
赵老哥应该亏了不少钱，昨天买了500多万准备超低基结果被套，早上看见不对马上抛了  ,0
明天就这个走势了，被套的别气垒[呲牙]  ,0
今天9.19买入t了一下今日资金：1478379。本金：1720000。亏损：2  ,0
四天两板，两个地板  ,0
同胞们，今天地板上捡了5手，明天能赚条硬华子不？  ,1
深南电的股东们后期咋办啊  ,0
一部分资金开始撤退了落袋走人  ,0
还好昨天割肉今天又跌停还有人说反包买啥都是跌  ,1
昨天追涨进，今天30厘米，没了  ,0
昨天追涨进，今天30厘米，没了  ,0
今天都是自己踩自己，踩成了这个样子，哈哈哈  ,0
明天跌停价多少  ,0
奇怪拉萨敢死队高位接盘后基本都是超低开然后跌停呢  ,0
这A杀漂亮，昨天打板的亏30个点  ,0
12买的，怎么办  ,0
感觉贝莱德说错了。他不是要把公司卖给你。是要把大A卖给你。根本没有底。根本抄不完  ,0
诸位不要追了，市场情绪太弱，看看特发信息  ,0
明天再来一层继续  ,1
市场恐慌情绪太大了；散户拼命挂，天天跌停；这种涨都没涨多少的，明天还得阴跌  ,0
封死是对的  ,0
就TM2个板也A杀封死跌停真想骂人  ,0
今天加仓，成本10.5[滴汗][滴汗][滴汗][滴汗][滴汗]  ,0
最近流行A杀，6连版，三上三下  ,0
今天就这样把拉萨军团一起给埋了吗？？？？  ,0
明天继续加油  ,1
还有个跌停板。真的可怕。  ,0
还有人打算拿着吗？我想卖都卖不了[怒]  ,0
明天是不是还得跌停  ,0
这一波行情没了，在等一个月在来建仓  ,1
昨天抄底都被埋了  ,0
跌停封单到4万手我来翘板，少了买着没意思。点火地天板记得跟上。 ,0
神秘资金呢？？？  ,0
12.39    一二三    走    有没有看不明白的   主力已经告诉你们  ,0
看我是不是做梦！收盘翘板  ,0
今天还抄底的人真是傻了这几天都是高位跌停的多没几个能起来的  ,0
明天再跌停我就准备抄底了[捂脸]  ,0
看来真不行，没人翘板   ,0
没希望开板了..明天不要又来一个跌停。。  ,0
1.31  收盘点评：深南电A，天桥起重，中广天择，浦东建设  ,1
来个地天板  ,1
地板反反复复，至少今天看不出机会，除非带量爆拉可以跟  ,0
下周一会有神秘资金来救场，不是别的，我的年终奖要到账了  ,1
凭一己之力把整个电力板块，按在地上摩擦。你个中的  ,0
上个涨停板10.47元走的，后来几个涨停错过了。今天跌停板建仓，每跌5毛加仓一层  ,1
方星侠已经跑了，啊啊啊啊啊啊啊啊啊啊啊啊啊  ,0
散了，没戏了，这会没人拿得出5000万来翘板  ,0
到3点就会有6万手压单，明天不出意外水下七八个点。  ,0
别人跌停都是涨的多，你看看你，真垃圾恶心好吧。  ,0
散户踩踏了[可怜][可怜]  ,0
预测先是天地板，今天换手板，明天一字板，后面阴跌到6元左右企稳！  ,0
打板也找点基本面好的票子打吧！像这种真到地板，就不知道何时能解套了！这种都玩不是  ,0
游资互掐的牺牲品  ,0
明天出来销户了一个月亏一半完全看不到希望  ,0
拉萨拉升的时候已经出货了，今天是甩卖，明天一字跌停  ,0
倒计时一口闷  ,0
明天又是跌停，  ,0
打工挣钱股市花，一点都不带回家，唉  ,0
散户极度恐慌了  ,0
想走的早上干嘛去了随时都可以走，报着虚无的希望熬到下午出不去了吧，啧啧啧  ,0
1.31盘前：美好的行情，难道只是昙花一现吗？深南电A、中粮资本  ,0
中视传媒7板，但还是很难受！深桑达A、深南电A、杭州热电，中国中免、昆仑万维  ,0
坐稳了。两点半拉涨停，[右哼哼][左哼哼][右哼哼][左哼哼]  ,1
中视传媒走出6连板高度，深南电A进阶2板，农牧饲渔敦煌种业年报预增首板  ,1
昨天让你们别进不信邪啊  ,0
都是小散自己坑自己，明天上坟路再杀回来，把大家都洗出去。  ,0
上塘路看到请回复1，我已满仓，坐等你拉涨停。[吃瓜][吃瓜][吃瓜][吃瓜][吃  ,1
垃圾恶心人  ,0
市场不行了；全是直上直下的，没有敢反核的了  ,0
不开板明天又送一个板。。  ,0
想卖都卖不出唉  ,0
连续五个股都是亏十几个点割肉的真倒霉  ,0
还期待他反转吗？杀猪盘哦  ,0
臭名昭著的上塘路杰作今天百分百去围攻中马了！  ,0
满仓，坐等上唐璐地天板  ,1
我来了，各位好兄弟[牛][牛][牛][牛][牛]  ,1
珍爱生命，远离上塘路[大哭][大哭]  ,0
贪心了今天不该进的  ,0
还想两点半卖现在都不开板了[哭]  ,0
这个庄家要么跟游资合作割韭菜，要么就是实力不强，被游资割了，连坐庄都不会   ,0
都是散户单！没有大户进来，就是拉不动  ,0
兄弟们可以上车了  ,1
拉这两连板是主力自救自己套在上面的筹码，现在解救成功管你散户死活[憨笑]  ,0
已买入，我已经和庄家协议接盘了  ,1
封单不多，估计到下星期都是一字板了，向下的那种！  ,0
热度太高了，不是好事情  ,0
1.31号盘中思考昨天的深南电A符合预期走了加速板草炸板没看到，倒亏钱了！以后要  ,0
哈伯来了必须涨停。  ,1
如果能打开，你就快快跑吧，别再侥幸，留着钱去过个好年吧！  ,0
早上打板买了8万股深南电A，收盘跌到10.21，我巨亏21.76万。最近炒股亏成  ,0
？还了原  ,0
这也太会玩了，两天涨停。然后天地板，第二天再跌停  ,0
000037在8.89之下有买点，在22.42之上有卖点，止损8.5  ,0
趁封的还少，赶紧跑了，你们玩  ,0
华子辈，丰子辈！抛盘轻了下午有可能翻红，华丰股份这票业绩不错，运气好下午怼个涨停  ,1
贷款还不起了会不会坐牢，会不会把我房子没收了，一辈子心血啊[哭]  ,0
立刻马上巨量封死，让我这个地板价割肉的心得到点安慰  ,0
深中华不起这玩意应该是不敢拉升，摆明的跟风要歇菜了！  ,0
有些小朋友啊，就是不信邪，昨天尾盘我反复提醒要全部清仓，他就是不听提醒，今天哭了  ,0
年底的电力业绩漂亮！这样玩！都怪资金要过年  ,0
抖音老师推荐，周线仙人指路，[坏笑][坏笑][捂脸][捂脸][捂脸][捂脸][大  ,0
已清仓，7块等你哦  ,0
上方已经形成巨大套牢盘，想拉升很难了，下一波估计要等七月份了  ,0
昨天所有的游资都砸了，套在山顶的都是家人们  ,0
什么玩意儿，已经跌到了启动前，还要跌么？[滴汗][滴汗][滴汗]  ,0
找谁说理去，昨天割肉了哈森，40个点啊，昨天又进这个股又是16个点啊，今天彻彻底  ,0
这样反复开板出货，还不如封死，真恶心  ,0
成功逃顶  ,0
记住我昨天在非凡交易上说过的观点，当下市场并未止跌，已经连续3天每天5000家个  ,0
A杀过后，还有坑杀？  ,0
大盘都这样了，这个时候不抱团还能干嘛？冲啊  ,0
下午，上坟路来个地天板。[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜]就像卓翼  ,0
管住手，别抄底，跑了就别回头，要不就上套  ,0
再来一个跌停就差不多了。  ,0
看到7.8  ,0
清仓，回吐15个点，真恶心  ,0
这1.2万哪位勇士来吃  ,0
能走的都走吧，尾盘封跌停20万手以上  ,0
1.29号华鑫龙虎榜第一，这种人人喊打的一日游游资，也会有那么多垃圾主力给抬  ,0
两碗大面[大哭]  ,0
有没有抖音那个进来的，它还剑客个中广天泽，纯杀猪盘[大笑][大笑][大  ,0
两天三个天地，销户了，谁爱玩谁玩，  ,0
过气龙头啊，昨天早上你是多么的NB  ,0
我地板割了，对大阴线深感恐惧，今天地天板也和我无关了，祝留下的发财  ,0
反复翘板，跌停板建仓干了[拳头]  ,0
心不齐，赔了活该  ,0
做甚呢？  ,0
拉萨军团，昨天进来就这样被活埋了？  ,0
主力跌停出货，散户都在补仓和所谓的抄底，还幻想会有大资金来拉，太可笑了  ,0
还得是家人们，踩踏了[大哭][大哭][大哭]  ,0
一上午都是死样不妙  ,0
直接按死咯  ,0
今天进来接盘的，明天那个跌停必须给我吃下去。  ,1
就这个价位横盘差不多一个早上了能让你进去也能让你们出来是什么意思呢[得意]有大佬  ,0
在这个上亏了快20个点，割了  ,0
今天躺地板  ,0
昨天有大资金被埋吧[想一下]  ,0
开的开啊，一直按死  ,0
今天能收到9.5就该满足了！  ,1
马上启动，坐好各位，别被甩下车  ,1
成本10.36，能回本不  ,1
既然跌不下去就拉起来，9.2全仓买入  ,1
主力在开板诱多，散户不要买  ,0
给我翻个倍吧让我彻底脱离股海[拜神]  ,0
就不能拉起来慢慢出？  ,0
跌停买，今天总不会再跌了[捂脸]  ,0
闭/开开/闭闭/开该拉不拉视为弱！明儿见！  ,0
实打实的撬板吃货了，如能一直站上均线，明天风险就小很多，但较安全位置在8.96  ,1
割了亏13个点彻底告别股市了  ,0
反复提醒大家，全部清仓，明天还是跌停板，不要心存绕幸，快快跑吧！为了家庭和儿女们  ,0
昨天打板到现在喜提30多个点了我…  ,1
不翻红不要进，明显的开板诱多[傲]  ,0
电力板块不行，深南也走不出来。  ,0
买不完更本买不完  ,0
11.19割内亏8万  ,0
没有大单翘板，不要进，宁愿错过，也不要被套  ,0
昨天板上进的，估计都不忍心打开账户看收益了吧  ,0
管他的，这里安全一点，  ,1
跌停板出货，散户不要买  ,0
9.19能救一救吗[旺柴]  ,0
昨天买入的兄弟你们还好吗外面行情大涨我也是昨天买入  ,0
12.39的兄弟你还好吗？  ,0
有拉萨散户上榜的，兄弟们，千万别买！容易A杀！新力金融就是榜样！[想一下][想一  ,0
跌停板出货，很明显，不要买了，告诉你买不完。  ,0
出货出的那么爽，成本真低。  ,0
还是这个股好外面一下大跌一下大涨的我拿着这个多稳定  ,1
反复提醒大家，坚决执行全部清仓，不要有侥幸心理，明天还会跌停板！快快清仓吧！！！  ,0
总感觉今天会涨停。  ,1
会有大长腿，立贴为证  ,1
今天还是跌停！兄弟们赶紧卖掉  ,0
放量，明天继续跌停  ,0
明天还有一个跌停？  ,0
自以为是前面两个涨停了不起然后来两个跌停把自己当救世主了  ,0
两天30个点的出来报个到[哭][哭][哭]  ,0
大师提醒您，全部清仓，跌停板是肯定的，不要犹如，果断清仓！  ,0
干起来，我们要赚钱，为啥非要割肉抛  ,1
这个好跌停了。  ,1
都不上，我上[微笑]  ,1
温水煮青蛙，走吧，大盘反转了别错过  ,0
肉鸡继续跌停 ,0
我们有信心，买  ,1
地天呼叫上塘路  ,0
9.2割了，亏的钱给桩特码买药吃去吧，垃圾  ,0
卡点百通  ,0
二进三这么极端，打板的2天亏30%，市场太极端了  ,0
散户的数量是强大的[滴汗]  ,0
我再买一万  ,1
我来翘板解救你们了  ,0
深南，地天板，你值得拥有  ,0
看到上塘狗我心好慌呀[怒][怒][怒]   ,0
wangmingtu这么多哇，这都开板了[大笑]  ,0
水下充分换手，洗掉割肉盘，然后再来个地天板，那些割肉的韭菜又会跑回来接盘[偷笑] ,0
昨天大阴，今天跌停！闭/开闭/开该拉不拉试为弱！明儿见！  ,0
呼叫拉萨天团  ,0
地天不解释  ,0
@所有人，我们不卖，我们买  ,0
大盘不好，跌停，大盘涨，也跌停。  ,0
一起拉升，我们买 ,1
快来抄底。。。我在上面等你们  ,0
两天30个点，真惨  ,0
开板了，跑啊[哭]  ,0
只能说有钱人太多亏成狗  ,0
昨天有人幻想地天，今天居然还有人幻想地天，今天抄底的明天一个都不出去[捂脸]  ,0
优质股，不要放弃  ,1
大声说拜拜，你别怕自己没人爱，这世界还是精彩你又何必单恋一枝花~  ,0
最后逃跑的机会  ,0
谁在卖，又是谁在买，这么大手  ,0
明天再来一板，今天买的要哭[大笑][大笑][滴汗]  ,0
你算个什么东西学人跌停？  ,0
跑不掉了  ,0
卖的人都是，等你们卖完了直接地天板！一群空  ,0
二天10个w没了  ,0
撤单套人  ,0
就当没涨过，开心过年，年后再战。  ,1
今天还能跑吗？太残暴了。  ,0
太残暴了点，自相残杀啊  ,0
今天深南电收红  ,1
明天还有一板再全仓干，今天买1手观察仓   ,1
最近追高的基本都是死  ,0
就是这样也没有像深南电昨天那么狠一条直线杀到跌停，这给机会了，深南电没给  ,0
今天会在跌停板反复几次吸引韭菜进来，年前再跌30%割一把韭菜过年[大笑]  ,0
感觉是机会，感觉错了？[旺柴]  ,0
921进厂13手试试水  ,1
昨天高点买的，有何感想？[大笑]  ,0
从红的三十多点，两天亏完。  ,0
9.2割了  ,0
反复开板不好  ,0
要ST的股票这么吵  ,0
掏空股市是原罪，每天流出百多亿至300亿，庄家也不敢拉  ,0
跌停主力你按得住？  ,0
多少人一样的[偷笑] ,0
跌停出货  ,0
二天6个w没了  ,0
走了，不要纠缠，去其他地方赚钱。  ,0
别上去了，等等我卖了另一个马上来买南电  ,1
居然没跌停，好意外  ,1
明天绝对跌停，放量跌停了跟特发信息一样，明天不跌停我直播洗头  ,0
？？入？  ,0
巨震收集筹码，狠人  ,0
这年头谁都能来炒股，老惨了！[困顿][困顿][困顿]  ,0
跌停是a股的极限，不是深南电的极限  ,0
生死看淡不服就干  ,1
昨天我就给接盘说了，今天这个跌停你们必须吃，不吃明天再来一个。希望我昨天劝退了  ,0
垃圾，只要我买就是跌停 ,0
竞价买入，不怕跌停  ,1
好过分，竞价还把我剩余仓位骗进去了  ,0
家人们，轻一点砸啊，都不要命了了么，你们的钱都是大风吹过了的啊  ,0
昨天抄底的兄弟今天傻眼了吧  ,0
昨天上了，今天得吃一碗大面  ,0
昨天天地板，今天再来个地天板  ,0
上塘走了，有没有可能成为跨年妖？  ,0
如果在回到从前，所有一切重演，你是否会明白。。。。。。  ,0
上分形成了巨大的套牢盘，这怎么拉上去哦，希望今天不要开一字就好了，昨天我跑  ,0
出货了，自己小心   ,0
哈哈家人下班了[大笑]  ,0
冰点已至  ,0
国企有料到｜中金岭南登上2023中国企业500强名单 位列412位  ,1
这个k线图好滩看哈，看起来还得跌回去。  ,0
回购，一点动静都没有，骗子公司。  ,0
节后开盘跌停！  ,0
中金岭南每年镓产量多少呢？哪位大神告知一下[抱拳][抱拳][抱拳][抱拳]  ,1
2月8日：有色金属涨5.52%，广东板块涨7.40%，中金岭南庄家恶意砸盘。  ,0
这波是不是到头了，哎，可是还没回本啊，感觉市场资金风向转向了，往小盘微盘股去了  ,0
昨天就算到今天会跌，3个点就卖了，没想昨天会涨6个点，今天还冲那么高，哎，尽人事  ,0
已经出清，又等回到4元[大笑][大笑][大笑]  ,1
各位股友们，11天后我们再见。大家要玩的愉快啊大笑大笑大笑  ,1
4.45减了8000股  ,0
见好就收  ,1
中金岭南短期见顶，需要调整一段时间，卖出观望  ,1
没有破前高啊  ,0
此股早上拉升就跑准没错，百试百灵！[偷笑][偷笑][偷笑]  ,0
近2日资金大幅流出，有拉高出货的嫌疑，多看少动切勿追高。  ,0
又可能洗到4元  ,1
这勾兰子人都过年涨点，它使劲跌，勾兰子一个。买它后悔半年。草。  ,0
4.43跑完了，码的不如双良  ,0
咋4.5都不上[怒]  ,0
又要往回跌了，涨哪的玩意吧，草。  ,0
每天就指着你过年了  ,1
金价成功止跌，回升仍需给力，近期荐股全面报捷，你却没加自选！？  ,0
要查查谁在4.45元大单压着！这是什么行为？  ,0
今天环保[偷笑][胜利][胜利  ,1
晕了T飞了，等跌下去再接回  ,0
中金岭南是一家贸易皮包公司，有矿不开  ,0
再来三个涨停就回本了[大笑][大笑][大笑]  ,1
趁热打铁呀，一股气拉上5元啊  ,1
恭喜抄底的朋友，都赚钱了呵呵！  ,1
你爷爷涨停了  ,0
跌到3块补10000股，不然回本无望  ,0
就算涨停又怎样？我是缺一两个涨停的人吗？我踏马需要三四个涨停才能回本!  ,0
还得5个涨停才能回本  ,0
朝看水东流  ,0
金价弱势持稳，黄金板块机会涌现，论技术面我对这股情有独钟......  ,1
老乡等等我！！！  ,1
什么情况今天碰了涨停[想一下]  ,1
涨停板吧  ,1
家里有矿  ,1
都翻红了，又跌三个多点，这是诱多啊  ,0
明天股价大涨  ,1
过年只能喝粥了，还不能有馒头。   ,0
跌了一头牛，涨了一只鸡  ,0
不让我发帖  ,0
中金岭南股价创近3年半新低  ,0
我把庄的球吃了  ,0
这个点位等上最多半年1元的空间应该会有的  ,1
股托很多，涨点点出来吹碧，看看现状。等三块  吧，足够低的筹码买点，解套绝不动此鸟股  ,0
这个绩优低价股，没有事，熊市躺平定投就可以了！  ,1
开始定投，一次100股，气死主力  ,0
下星期一开始利好贵金属。  ,1
今天高抛低吸的也不少  ,0
今天收的大天线，不太好是上面有压力  ,0
就是这三天涨多了，有一部分抄底的获利了结了，可今天板块涨百分之五都是一些小盘股涨  ,0
一个涨停都没有，照别的股差远了。  ,0
已经涨到一月三号的整理平台了  ,0
从底部涨到现在涨了百分之十九点多  ,1
这几天真强势，超出预期了  ,1
又涨了疯了  ,1
比昨天的量又放大了  ,1
看样子这股年报能比三季报强点  ,1
这两天比驰宏锌锗涨得多  ,1
主力出动了，但是抛盘太大  ,0
两天涨了将近百分之十五，行啊  ,1
唤大家都不要买了现在什么价位买都是套，我3元8买的又被套了，都不知道何年何才能回  ,0
看来我不用裸奔了  ,1
今天触及涨停价了为啥没封上  ,0
应该表扬你，今天表现不错，希望你明天再接再厉  ,1
涨停也是深套  ,1
老外昨天减得真多  ,0
板块跌百分之三它还涨了  ,1
摩根大通减持最多  ,1
明天不涨，我去裸奔！  ,1
三年半新低，真看不出来  ,1
到底没飘红  ,1
这货还跑赢板块了  ,1
有抄底盘了  ,1
全都是融卷股卖不完，真的是卖不完，l十年都卖不完  ,0
啥时候止跌  ,0
都跌成这熊样了，不过了咋地  ,0
老外又减这么多连着四天，这两天割肉的拿钱过年的都有了   ,1
买买买！抄底了！大盘真疯狂!呵呵！  ,1
还不错呢，大盘创新低它暂时没创  ,1
上次涨停70万手都没封住，里面太多墙头草了，现在墙头草都杀完了，该涨了！下周连续  ,1
见证了一次本轮熊市大低2666。  ,0
见证了一次本轮熊市大低2666。  ,0
好可怕啊    ,0
多杀多模式  ,0
今天3.99进场，目前的计划是每股赚一元！心想事成！[财力]  ,1
见大底了！买买买！个人猜测！呵呵！  ,1
太恐惧开盘了。  ,0
又绿了，就能持续一会 ,0
老外每回都没少减  ,0
真邪乎，反转了这么一会不看红了 ,0
这个聚宝盆买不完，真的买不完，  ,0
远离股市才是赢家  ,1
又回到解放前了  ,0
供需失衡，锌的未来，何去何从？  ,0
有机会逃不逃就是被套  ,0
周五来给你们接盘，这行情！  ,1
6.25元直接砸到3.70元，40%的回调，凭什么？  ,0
长长两年亏了37.2%成本6.272    ,0
这个年是没法过了，吃面都够呛。 ,0
下跌还是放量下跌！短期止不住呀！  ,0
不知道还有人敢买股票嘛  ,0
此中非彼中字头！  ,0
有根大阴必须的  ,0
双底必须的  ,1
增了两天北向又开始减了  ,0
前女友的前男朋的女朋友5.8让我追的，现在亏了1.8怎么办啊。  ,0
中金岭南01月30日被深股通减持8,0
继续加仓中金绝对是下个长白山别慌  ,1
驰宏锌锗说它预增，可不增咋地去年计提了  ,0
在加上休十天  ,1
刚才还挺坚挺，这么一会就不行了  ,0
谁买中金岭南谁中奖。  ,1
这垃圾是国企央企还是啥子企  ,0
割肉出局，愿赌服输。    ,0
中色股份一条直线拉上去了！有色雄起！  ,1
国资龙头新领导人上来了！市值管理第一股！  ,1
唉，五千多只股票，买这个破股，赔的裤衩子都没了  ,0
你多少也带个中字头  ,0
中金岭南现在又可以来看了  ,1
有色金属概念大涨！中色股份放量直线拉升！  ,1
有色金属概念大涨！中色股份放量直线拉升！  ,1
有色金属概念大涨！中色股份放量直线拉升！  ,1
有色金属概念大涨！中色股份放量直线拉升！ ,1
有色金属概念大涨！中色股份放量直线拉升！  ,1
你也是中字头啊、咋滴了？  ,0
又被套了[哭][哭][哭]  ,0
明天会不会技术性调整？  ,1
中字头中金岭南，赶紧发力吧，2024是关键一年，抓住机会一起吃肉  ,1
中金岭南本周融资净偿还1851.69万元，居有色金属板块第八  ,1
中金岭南本周深股通持股市值增加3026.74万元，居有色金属板块第六  ,1
七元解套坚决走人  ,0
这股就是净利润太少，什么时候净利润上去就牛了  ,1
新上任的老总是个内行  ,1
看样子，这股要发起冲锋号了，一年内冲到10元的概率很大！  ,1
1000亿呢？领导还没完成任务呢就走了，多年高薪，盆满钵满，走了，不留一点云彩走  ,0
这种便宜股是真的不好拉升，越便宜，散户越多，各种力量都在里面非常复杂。  ,0
也不发布业绩预告，预增还是预减了  ,0
是不是中金岭南市值也太低了 ,0
4.76的我[笑哭]  ,0
就算明天涨停，老子还是巨亏。  ,0
给力了一把  ,1
就是基金在砸盘  ,0
我们要承认他曾经强过，但也要敢于面对现在他的弱  ,0
中金岭南进了1000手，比预计少了7毛。准备做长期股东  ,0
幸福是奋斗出来滴，美好的事物是等待出来滴。果断全仓  ,1
空头急须用券还给券商。   ,0
今天这走势是多空互掐么  ,0
抄底成功  ,1
在这场经融战场上，我们多兄弟姐妹们倒在战场上，我一定会给你们报仇的，等他们子弹打  ,1
终于可以建仓[大笑][大笑][大笑]  ,1
砸下来容易，拉上去难啊  ,0
只有中国资产才有做市值管理的意义，而中金岭南，严重低估  ,1
可惜入少了  ,0
个人猜测，国企最先反弹  ,1
下一步开始止跌  ,1
脑子不到4.99不抛  ,1
目前的中金岭南就像3年前的紫金矿业，一路走来靠不断并购国内外矿产，市值不断提高，  ,1
信贷资金大放水资产类股票尤其是有色精之类迎来黄金时期！  ,1
电视剧有漫长的季节，我们大A有漫长的修复  ,1
最近大盘只是反弹了一下，还是要注意的  ,1
继续落实新一轮找矿突破战略行动！对于有色金属行业来讲，战略性资源是非常重要的  ,1
4.5块的马上回本了，再等新董事长新总裁发力  ,1
周一能不能有点好事，比如涨他个5个点  ,1
中字头，超跌，市值管理，资源股，上涨开始  ,1
反弹接近尾声了，注意逢高减仓。  ,0
压那么多222.，是怕我们看不出他2吗  ,0
简直就是大利好[大笑]懂的都懂  ,0
今天要是红盘就是四连阳  ,1
中金岭南：多米尼加矿业公司迈蒙矿年产200万吨采选工程项目预计明年12月达预定可  ,1
央行信货放水，矿产石油价格开始上涨！业绩开始大幅度增长！  ,1
中金岭南：多米尼加矿业公司迈蒙矿年产200万吨采选工程项目预计明年12月达预定可使用状态  ,1
今天还能红盘吗？  ,1
垃圾.机构不知道做什么呢？6手需要113笔成交.全是0  ,0
。有色金属和小金属板块开始异动上涨！看好未来的资产类企业！  ,1
5元15什么时候能回本  ,1
你给中字头丢脸！  ,0
压价很难收到券，没有3个涨停不可能在2月5号前收足券还回去。  ,0
中字头，中国金属岭南，现在是中字头大涨  ,1
天天大谈涨跌，好像市场是自家开的，一有风吹草动就兴奋的不得了，一两天的行情说明不  ,0
今天还比较给力，还是大盘涨49点的情况下  ,1
老外终于加了一些  ,1
中午停盘前来了不少大单  ,1
中金岭南股价连续2日创逾20个月新低  ,0
突破前低，今年能继续嗨么[想一下]  ,0
怎么办啊，我买了好多[笑哭]  ,0
昨天跌那么多，今天连百分之二都没涨到  ,0
有利好也不行，照砸不误  ,0
到3元我搞10万救场，兄弟们顶住啊！  ,1
躺平，留给我儿子娶媳妇。  ,0
还有救么？  ,0
11.54是不是要再等上20年？  ,0
当初是谁喊的千亿市值，出来走两步  ,0
下一个目标3.3元[偷笑][偷笑][偷笑][下跌][下跌][下跌]  ,0
勾兰子股谁买睡迷糊。  ,0
中金岭南股价创逾20个月新低 ,0
