comment,label
神机和那个狐狸这两天都看多，满仓了，这不是害人吗？,-1
涨一下又彼中信证券为首的卷商板块打压了,-1
内资就是。,0
今天听了个笑话，说大a就像杀年猪，前天捅一刀放血昨天血放的差不多了，蹲了几下腿，,-1
一江春水向东流。差不多了。开始阴跌了。,-1
总是这玩意儿涨,-1
$上证指数(SH000001)$3-2-1破,-1
$上证指数(SH000001)$别装了，今天假摔明天又要暴涨了[献花][献花],1
明天3000点保卫战又要打响了，不是道能坚持一天吗？,-1
$上证指数(SH000001)$50岁生日留念！,0
长这么多？！是谁长的啊？？是什么鬼？？,0
马上又绿了，加油,-1
挺不住了吧,-1
前年的抱团取暖，今年一律抱头鼠窜！,-1
假消息太严重了坑人,-1
这点量突破亇基不，今天收在3230点左右。,1
上证指数日线M头见顶？,-1
放假吧，兄弟们，这行情还干什么呀这？,0
今天下午要回落,-1
$上证指数(SH000001)$又中邪了,-1
不进,0
$上证指数(SH000001)$3350点至3500点还需要3个月时间消化的，见,1
这就是典型的下降趋势，别听抖音的那些个专家瞎比比，资金等着抄底吧,-1
千万别加仓，家为什么主力让你们加仓？一定要想一想，明天肯定,-1
牛牛牛牛，怎么就这么牛,1
煤炭[666][666][666],0
$上证指数(SH000001)$买黄金避险,-1
$上证指数(SH000001)$明天继续,0
层次越高的人，越不在乎面子。比起内心的丰盈和富足，外界的评论和眼光实在不算什么。,0
反弹结束,-1
大U型,0
预计今天能过3310,1
吃多少吐多少,-1
一个字牛牛,1
你看现在这大盘，跌的时候没没坑，涨的时候也没阻力，玩,-1
同志们，把精力搁在301135上,1
这样的股指，这样的股价，寄望中个新股回本。,-1
$上证指数(SH000001)$拉尾盘，为了明天出货,-1
狼来了，这一轮熊市将持续多年，最低见1500点。,-1
完了完了，怎么点成交量[滴汗],-1
跳水了，哎,-1
不脸红吗,0
连跌8天,-1
管住手，安心度过一个周末，少赚，避免套牢。,-1
经历了3次回本，现在在又—7000该走了,0
不要慌明天来个大阳，后天继续砸,-1
还有三个一分钟段落上涨即一个五分钟段落上涨，之后走一个十五分钟段落的下跌，又跌破,-1
今天继续下跌割韭菜！！！,-1
etf基金网格交易,0
$上证指数(SH000001)$主力不断诱多，还有多少钱买？,0
$上证指数(SH000001)$拖后腿的就是沪指传统企业。,0
大盘尾盘千万别红,-1
天天发新股，机构天天压。,-1
$上证指数(SH000001)$下午要完蛋了么？放假前都割一波,-1
主力今天又跑了300亿，大盘明年到2800,-1
$上证指数(SH000001)$不破新低谁会进场,-1
明天低开到10日线然后拉起来,1
吓唬人的跌法，不用怕，下午准备抄底一点恐慌筹码[坏笑],-1
$岩石股份(SH600696)$军星事业部将继续践行军创企业的责任与担当，为更多,1
转圈圈,0
《忽悠10分钟》,0
$上证指数(SH000001)$120月线敢抄底吗，马上就到了！[强壮][强壮],-1
没点节操的机构游资疫情炒旅游真的事反人性还是没有人性可言。,-1
看这腔调挺好，一步到位,-1
下来吧，别诱多了,-1
$上证指数(SH000001)$多么可笑的股市，有的股份连跌三年已起不来了，还活,-1
收盘3064,0
日本涨七百点，买入A股，涨。,1
大赚指数[吃瓜],0
$上证指数(SH000001)$普涨吃饭行情啊各位老乡满仓干啊持仓过五一呀,1
黑色星期四！实力验证下。看看能不能破除这个魔咒！,0
来吧，陪格力一起疯一次,0
如果没有北水撑着，A股能被内资狗砸到2800,-1
各位，我在2900等你们,-1
$上证指数(SH000001)$高开就要逃,-1
$上证指数(SH000001)$22,0
券商天天砸，太坏了！,-1
农村城市化，万物齐涨价。再过二十年，零头比今大。,1
反正我没赚钱。。。。这么涨,0
$上证指数(SH000001)$今天最后一跌逢低建仓[微笑],1
5.10保不住,-1
这都能红,1
大盘日内超短线分时看涨，压力3300点附近，也就是说上涨逼近这个点位的时候，抛开,-1
同样的配方昨天的味道轮回玩个变就这战术不行,-1
股市里股票没有好坏，退市就要认栽。股市里也没有好人坏人之分，跟对人就是好人，跟错,-1
欧州电价飙升5000%，法国电力价格创历史新高，这个利好有外销的光伏，储能。今天,1
一直想着只要高开开盘就卖，但总担心错过几十亿，每次眼睁睁看它下来，我这脆弱的心灵,0
空G鸡狗真GS,0
A股微跌我的股票大跌,-1
$上证指数(SH000001)$美国10年期国债收益率准备到3.0咯A股全球股市,0
周五走出了两个分笔中枢的上涨，第二个中枢有点弱，所以明天不管是走一个顶背驰再回调,0
我想说，年前业绩预期和确定性方面，医药板块应该没悬念了吧？现在都忙着跑什么，低位,-1
他ma的，买了8个股票和etf，收盘价都比开盘价低，这也太惨了,-1
3288.22双胞胎数字，什么意思？,0
今天还是继续拿住皇氏集团，也不想做T了,-1
找谁说理去大盘涨一个多点还亏钱,0
怀中抱，后市必大涨！,1
银行股跑步进场，多重利好,1
量能少了点，又是昨晚发消息反弹,1
双头马上形成！,-1
发生什么了？,0
风光水电生产再多也要储存，所以存储最重要,0
50万可转债实盘交易第201天..总数1106164..,1
一个经济周期要结束了，下个经济周期要开始了。目前属于最后阶段地产可能还有一点机会,-1
$山鹰国际(SH600567)$持有汽车板块煤炭板块新能源板块，天天数钱中#新能,1
减仓,-1
牛逼，威武,1
$上证指数(SH000001)$美国期指今天一直是在拉升的，是你自己不争气！,0
继续加仓空单，永远持有,-1
[旺柴],0
量能不济，高开震荡下行。,-1
没勇气看账户,0
又到了1314这个数字了，大套你一生一世[哭]#A股又到3000点保卫战#,-1
我准备等到2800动手，你上来了,1
什么时候要过?,0
咱就是说明天有没有可能来一根长阳抬高底部震荡上涨,1
呵呵垃圾内资每天都在砸盘,-1
尖峰集团多元化经营如果确认无疑，那么金子总会发光的。与其发发牢骚，不如该干嘛就干,1
补了缺口就跑,-1
$上证指数(SH000001)$今天不跳水，下周必大于2％的下跌。成交量无法支撑,-1
上证怎么怎么回事！差这么多,-1
集体狂欢，牛市来了,1
补缺口吧！！！！,-1
春天来了寻找翻倍个股,1
北向：最近行情不错，买买买。内资：跑北向：最近波动挺厉害啊，小心为上。内资：跑北,-1
2022.03.25今日亏损300，有只股上周拉涨停没卖，到今天10个点差不多跌,-1
[赞][赞][赞][赞][赞][赞][赞][赞][赞],0
压得太低了，你们怕不怕。,-1
主力割不了散户，只有杀基金了。,-1
今天下午等跳水吧！,-1
砸，使劲砸,-1
买买买,1
半岛体启动了，抄底买入了，龙头士兰微，杨杰科技，英杰电气，中瓷电子开始发力了,1
明天低开，微拉，继续砸，走势应该会和今天一样！,-1
股市有一个规律，比如说主力准备节后进攻的板块，节前反而被压制，今天涨的好的节后并,0
果然是大A,0
又是昨天走势,-1
高走,1
$上证指数(SH000001)$[旺柴]A股把小日本忽悠了一下，两点拉起来了，哈,1
上午就出了300亿。,-1
没涨的都得涨一遍，我蹲守,-1
大盘最近走调整，安心等会议结束之后起飞，如果100个基点会有一个小幅下跌，但还是,-1
大家注意8号一开盘就满仓买入天然气公司股票,1
$光大证券(SH601788)$尾盘跳水小散跑，这个时候应该有反弹了吧,-1
如果可以做空(主要是我没钱)，我觉得我已经财务自由了,-1
今天成交量感人,1
$上证指数(SH000001)$今天跑了快300，不懂事还是恶心做事,-1
中信证券是股票市场最坏的证券商．劣口和反向指标。,-1
再见了，永远不见，万恶的资本。过年了，大家能收手的尽量收手吧，还能留点买点年货它,-1
茅台又开始砸盘了，不能不拉茅台？,-1
为什么存在神奇的9反转？！又要跌9天吗？,-1
清仓啦。等大盘调整到位，趋势向上再开了。分析能力不行，做哪个都容易被套,-1
$上证指数(SH000001)$哈哈哈哈！是不是指数是不是下杀两段后开始缩量拉升,0
今天也就房地产和证券拉指数，我自选大部分都是绿的，还有一部分一会红一会绿，反正涨,0
没希望了，什么牛市不牛市的，现在外部行情这么差，美国都要熊市了个球的，A股这么看,-1
跌了还不让人说话[大笑],-1
大戏明天开场,0
明天大a涨停，给小美一点颜色看看,1
$上证指数(SH000001)$跌就5个点的跌，涨就半个点[捂脸],-1
蓄能,0
明天大阴线伺侯！！！,-1
一路推升指数[旺柴],1
精彩精彩精彩精彩精彩精彩,0
任何破坏市场规律的举措是徒劳，早干嘛去了，房市救得了，怎么消化库存？,-1
$上证指数(SH000001)$幸亏昨天调仓去油服燃气板块了，不然今天就GG了，,1
现在市场特征是机构在玩期指（往下玩）游资在玩行业指数处于近7年低位的板场（往上玩,-1
稳住下午三点一过就有利好,0
气势如虹别下了,1
注意：3065点附近强烈关注有没有抄底机会,1
很快三千五不保，今年一月已经开启股灾熊市征兆。散户好自为之，别给机构抬轿子。,-1
大家放心，不要恐慌，风险可控,1
终于下来了,-1
明天探底回升，后天大阳线，怎么样？[怒][拜神][怒][拜神][怒][拜神],1
双鹤药业挑起大梁生产新冠新药给国民一棵定心丹消除国人恐惧战胜病魔,1
煤炭医美白酒年前全部完蛋。,-1
大盘能守着3250吗[微笑],-1
看神奇九转大盘已经到第九根绿了，估计过完年得调整三天,-1
$上证指数(SH000001)$都可以撤了，大盘今天开始就拉稀了,-1
内资天天流出,-1
二子跌来看你了,-1
有人开始抢跑了，大盘暴力反弹三天差不多了，要调整3天左右了,0
明天暴跌到3175。唱空。,-1
今天又要跌79点了,-1
盘面看资金抄底只为做T,-1
高开留个缺口吧[大笑],-1
无话可说了！,0
韧劲十足,0
垃圾,-1
泥沙俱下，,-1
这个位置不放量绝对是不能进的，还没到底[吃瓜],-1
$海南椰岛(SH600238)$老白干跟皇台如果都错过了就看看这个如果突破22就,0
谁还持有三力和城建？$合肥城建(SZ002208)$$贵州三力(SH603439,0
到底是回踩？还是进入熊途？个人倾向于回踩。沪指3550估计会踩到的。当然预测股市,-1
希望不是一日游,-1
今天不割肉，黑周四还得亏一半。,-1
没有大阳线没人看多呀，这情绪太难了,-1
踏空的人一直想着会补缺口，你猜会不会去补？,-1
快追  要V上去了,1
3100指日可待,0
这两天的行情了，鸡狗自己砸的，服了，支持把他们抓起来关猪圈喂猪食过年！,-1
二千八能不能稳住还是个未知数,-1
后面反弹不补量建议出来看看。,-1
无底线,0
小涨大跌,-1
成交量反应准备过节,0
药又在发难财，药砸下来大盘能有多好，这波看到2900,-1
根据以往经验，未来一种可能走势，大盘今天跌破30线，反复震荡来到60线找支撑后，,-1
午盘走红，下午跳水，还有人进场抄底666,-1
$上证指数(SH000001)$完了50多家跌停,-1
熊冠全球我们股市真不行啊,-1
除了空仓赚钱难，机构把股市搞废了。,-1
告诉你们什么均衡投资，什么是赛道回归,0
赛道股感觉好久没拉了，风光电,1
"$上证指数(SH000001)$湖南海利有种子公司湖南海利有种子公司,必须有一个",1
直奔3000,-1
跑，明天黑色星期三,-1
这波到头,0
把3100踩到脚下,1
会不会是歌尔的走势呢[旺柴]乐极生悲,-1
从我做起，拒绝申购新股！！！,-1
$上证指数(SH000001)$反弹变反转，带量突破，加仓干,1
一天一个Prada,0
医护人员辛苦了，翻个墙头都是日常随便操作。。。,0
大家都在关心大盘的底部何时出现，现将底部特征总结如下，-一，仃发新股，二，出现五,0
$上证指数(SH000001)$小散在投资，机构在博傻，A股现状。逆淘汰，世界奇,0
真磨叽，赶紧回补缺口,-1
最近一直在提示这里会有一波行情，还没上车的下周会比较被动，本月站稳3300，10,1
上涨下跌都会有人赔有人赚，那为什么不涨呢？？股市上涨才能带动更多资金进入啊，越是,-1
指数还是3300，为啥钱少了百分之二十？,-1
多头力量用完空头刚睡醒,0
实盘2022-11-24真是鸡肋的行情下半个月七连跪无语,-1
快买，指数高潮了[鼓掌][鼓掌][鼓掌],1
沧海桑田，自知之明。,0
目前看盘面不乐观，大家注意风险，不行的就先卖掉,-1
稳定压倒一切,0
这三天指数涨了，钱亏了,0
抄底券商银行，赚钱就靠它了,1
一年得有二百天下跌,-1
$上证指数(SH000001)$散户韭菜狂妄，看来今天必须开盘清仓了,-1
美股涨了，今天你可以涨了,1
以为抄到底，抄到半山腰，磨死你,-1
元宇宙,0
复盘是一个好的习惯。多总结、多思考，多读书、少看盘。真正的得到，往往不是听来的，,0
收盘是利好，开盘就是利空。,-1
$上证指数(SH000001)$这才是真真正正的底部,1
发,0
小追入了点，但今天追入的谁知明天会不会残呢？试目以待！,0
现在一星期有八天都是黑色的,-1
市场逼空，可惜赚钱效应一般。,-1
$上证指数(SH000001)$有时的你是外围股市不好。国际股市没事儿。自己跌，,0
赚指数不赚钱意味着大跌来临,-1
抄钢铁啊,1
RSI周线出现底背离,0
大A真无聊,0
阳春三月，开门红的头两天都是冲高回落，在震荡中前行。何时来根大阳线？,-1
补完缺口了,-1
$上证指数(SH000001)$成交3000亿，多一分都没有！[傲][傲][傲],-1
为什么吹中字头，还不就是没钱了又想减持，喊话式上涨明目张胆啊,-1
快跌吧。,-1
大盘要是跌这么多个股得跌多少？我四只股没有一只涨的有大盘厉害,-1
反弹是为了更好的下跌！,-1
主要拉证劵，其次反弹保险银行类，大盘指数是一个劲涨，小散个股不怎么动啊……,-1
电力有资金在切入？,0
拉指数权重股一览表,0
垃圾神秘资金还在拉指数！,0
30分钟流出500亿！你真棒~,-1
大盘涨亏钱[哭]跌了也亏钱,-1
谁抄谁套,-1
一,0
既然深套了就不要再看股市了，忘掉它去干点别的。一段时间后回头一看时反而赚的盆满钵,0
我不炒股已经一年了，就连帐户都删了，现在看来是对的。三年之内不买一股。三年之后再,-1
本周大盘再上涨的空间不多，凡上到3300附近就要考虑卖出，不留恋。,-1
胆小，不敢买,0
跑抓紧跑,-1
担心的终于来了，鞋子落地。睡觉。静等消息了，,0
小散们，可以买票了，上午我就说了今天会到3333，现在开始买票，明天博个反弹,1
今天本来看涨停板的结果走势疲软，我出了你给我来个涨停。主力真会玩,-1
大家去看看国内主力，高开拉高后一直卖到现在，要不是外资一直买早就绿了,-1
上涨无量，下跌恐慌[想一下][下跌],-1
虽然昨天顽强的站上了3180，但是已经到了3200整数关了，散户的心理阴影还是很,0
我的光大14.7，今天高开带指数上涨25点，新能双王汽配,-1
明日预判（持仓）,0
股市走的一点都不整齐，上窜下跳。主力一点都不团结，国家政策出的不少，也是纠结了。,0
大A天天,0
3000点保卫战,0
中国股民好幸福,1
$上证指数(SH000001)$基金分红咯，终于弥补点损失了,1
估计要破3000,-1
要破3000,-1
也是同样的剧本,-1
内资和外资流入动向几乎是同步同时的，所以北向很有可能是假外资,-1
总体可控不用担心,-1
思维不变！环境不变！措施不变！故，暴跌不变！！！,-1
就怕下午跳水,-1
股市就是玩游戏,0
目前要保证指数的板块只有地产！只可惜没人拉,-1
瑞德大份额的拍卖股票，被撤销拍卖，里面有故事，值得期待,0
今天又是谁在砸盘,-1
好几天放量滞涨了   还不跑,-1
现在就一个想法，能快速下跌就快跌。短期看到2500，今年打底2200左右。希望能,-1
$上证指数(SH000001)$没跑赢大盘，还好收红……,-1
逐步加仓,1
大盘要红了，短期调整结束,1
跟我一起喊：牛市来了！[大笑][大笑][大笑],1
波浪理论说四浪不会低于一浪高点？呵呵！看来要重新划分浪形了[旺柴],0
锂连续5天每天6万元大涨，轻松突破150万元。十几个交易日涨了50万元每吨，数钱,1
算了不玩了，利润全部回吐,-1
3000必破,-1
$上证指数(SH000001)$3000点保卫战明天开打，希望这次能守住，毕竟1,-1
逼空式上涨…估计会突破新高,-1
除了新能源板块，其它板块要想拉动大盘是很难有持续性的。新能源是确定性的，其它都是,0
多会开始中药集采,1
又跌麻了吧！这大盘现在是轮跌型的来了！,-1
别人都是开高走高就你尾盘跳水,-1
大跌的原因是散户和机构各玩各，谁也不接对方的盘！,-1
今天航空派出五大护法也没有保下大盘,-1
$上证指数(SH000001)$怎么都是回升点就全跑,-1
北上资金本月以来青睐风电设备板块，该板块中共有8只陆股通标的，其中7股本月获得了,1
$上证指数(SH000001)$硬生生的拉起来的要注意了,-1
个股涨一分，跌的时候跌一块,0
耐心等待2800点买进,-1
$上证指数(SH000001)$a股下跌空间有限【压根没怎么涨】,0
本人于9月20号一键清仓，大环境不好，没有经济驱动的源泉，所有技术分析，所有基本,-1
$上证指数(SH000001)$空空空,-1
北向流出去拉美股股指期货了,-1
涨个毛，中午红拉高套人，元旦套人，春节再套人,-1
国内机构就一群没有脊梁的,-1
MD，以前都是两点半准时跳水，现在都是一点就开始,-1
明天又要涨一个多点了，,1
要是今天真来了三个点才是开胃菜打底都熔断,-1
本次技术性反弹结束，再见,-1
盘后有重大利好消息,1
那些人都跑哪去了？？？,-1
今日涨停,1
振东制药！来啊！,0
当前出现了育目乐观的言论，当前盘盲目看多如同前期盲目看空一样，是片面的。用加息的,-1
李大霄你给我出来，,0
$上证指数(SH000001)$散户冲，下次了没机会了冲进去,-1
3219收盘,0
今天载入史册,-1
明天直挂云帆济沧海,0
小股票和大股票轮流下跌,-1
$上证指数(SH000001)$多少人都在看跌，但是让你们失望了！,-1
自从进股市天天在亏钱，亏的有点麻木了,-1
哀声一片！,-1
躲得过初一，躲不过十五。,-1
今天先破3200，明后两天到3100,-1
日线一笔下。缠论5分钟级别下的概率很大！市场热点匮乏！资金无方向！谁能引领市场止,-1
银行地产护盘掩护科技新能源出货,-1
高开从来没好事[大笑],-1
有本事今天到只有80家上涨,-1
发神经病吗,-1
黄线那么低是什么意思？代表小盘股么？,0
砸破3100,-1
$上证指数(SH000001)$昨天诱空，今天诱多,-1
$上证指数(SH000001)$这种行情无法做，退出吧。,-1
拉茅台没好事[捂脸],-1
今天出个长上引，又得三千保卫战！,-1
$上证指数(SH000001)$空方厉害！打得多方节节败退！,-1
垃圾，就高开了一下就琐了,-1
$上证指数(SH000001)$不玩了，太不要脸了,-1
重心一直下移，钝刀子放血！再不走就没机会了，2800点附近是个低点！,-1
泼一盆冷水再说,0
《每日一帖，向着50万目标》净资产47588 当日盈亏-2704累计提-10K,-1
今天如果红盘报收向，估计媒体报道说大Ａ，强势稳定在3500，连续大涨2天，优秀！,-1
前期箱体下沿3200附近差不多了吧,-1
满屏抄底，看谁抄谁，老子是机构，老子已经跑了,1
明天卖药的要暴跌,-1
跌得涨不上去，涨的跌不下来！,-1
开盘就卖，收盘接回来！！,-1
#恒生科技暴涨10%，“W”底雏形已现？#不打你了，给老子挣钱！,1
破三干,-1
昨天今天都冲击3700以上短期不会大跌放心买[大笑],1
哎，,0
感觉有暴仓盘出现了[滴汗],-1
妥妥的鸡肋行情！主力好累哟。,-1
$上证指数(SH000001)$瞬间跳水,-1
茅台的业绩增长对得起现在的价格吗?,0
神奇2点半要来了,-1
没有A50和券商的拉升，大A已经跌像难看,-1
准备跳水了，快,-1
你明白不,0
中概股的新能源车，在夜盘统一下跌了[为什么]蔚来，理想，小鹏：,-1
啥时候补缺口啊,-1
重大喜讯，准备开创国际版！！！,1
牛叉，全球最优秀市场，没有之一,0
美年大健康[买入][买入][买入][买入][买入][买入][买入][买入],0
持仓7个，全绿，服气,-1
$上证指数(SH000001)$哇，厉害哟，服不服啊,0
感恩节就是再割韭菜们一把[怒],-1
这种阴跌会套很多人,-1
大盘不应该破3071点的。这是最后离场信号。有反弹就清仓,-1
今天上证50表现厉害了。,1
挺住[护城河][护城河][护城河],1
全仓买入,1
不懂跌的时候不回头，涨的时候要补缺口,-1
今天宝馨做t总持股不动，天鹅全出。试错一个点全出欢瑞，金王，博信。今日模式试错中,-1
大盘构筑三重底更坚实，然后开启十年牛市,1
昐早点收盘，少亏点。,-1
指数没跌，我的股暴跌。拉权重真牛,-1
真是买入好时机！中国经济没问题！别听鸡狗瞎比咧咧,1
“双十一”大促在即，上游包装及造纸业进入传统旺季。记者从产业链了解到，进入Q4，,1
$上证指数(SH000001)$重新站上3400-3600，才是未来可期，希望我,1
一场莫名其妙的大跌足可以令这市场缓个一年半载的了！彻底躺平，不看不听不想，自己玩,-1
现在是大主力想拉，小主力不配合。。。。。,-1
牛市起点。。,1
2022.12.02今日亏损200，我吃了地板，然后地板补仓了，周一再地板我再补,-1
微妙了。要么做个小双底延续反弹，要么就跌破60日均线创新低去。,-1
过几天学校有竞赛，我啥都不买是不是可以晋级啊,0
没救了，这个垃圾市场,-1
$上证指数(SH000001)$外资在买，内资砸盘啊。,-1
$上证指数(SH000001)$这波估计要跌到到2200点,-1
今天的大盘比2900点时还惨,-1
做好打3000点保卫战准备,-1
大盘稍微调整一下，个股跌成,-1
大资金抄底了,1
今晚出大利好，明后天终于不用跌了。,1
我真是服啦这个老六,-1
中石油辛苦了,0
都啥年代了还这套路，指数一跌就用银行保险拉指数掩护出货。。。tm控盘肆无忌惮,-1
等20日线吧，不让小散过好年的！,-1
香港拉升,1
这次大盘能到500点不？？？？应该可以到吧！！！！,-1
早上睡过头。错过跑路机会[哭],-1
光伏，储能，其他都不要买！！！！光伏，储能！！！,-1
继续暴跌，套死北向资金,-1
每天骂上几十次都不解气[哭][怒],-1
$上证指数(SH000001)$今天是个好日子，有钞票入账[大笑][大笑],-1
收阴,-1
这跳水就问你服不服,-1
发套跳水开始了。,-1
兄弟们今天怎么看,0
$上证指数(SH000001)$今天清仓了，年底2200点见,-1
下午看形式两个点收盘  ..,-1
$上证指数(SH000001)$就不能一鼓作气的往上走？,-1
转发,0
虎年新提法:防火防盗、防抛物线[得意],0
2600见垃圾股市,-1
实盘第8个交易日，小赚1个点！8战7红，盈利21个点，实盘结束，江湖再见！,1
$上证指数(SH000001)$中期反弹至8月，短期小波段反弹已尾声，切勿追高！,-1
$云铝股份(SZ000807)$美股铝业大涨、全球抢铝,1
$上证指数(SH000001)$不能聊了[滴汗],-1
快补完第一个缺口，然后再补第二个缺口,-1
今天指数要涨停吗？先追吧，受不了！期待下午银行板块涨停，保险板块涨停，地板板块涨,1
这是样重新来过，大盘能不能干到3200呀，这走势冬天都冒冷汗,-1
今年过年本人承诺不饮用任何含有酒精的液体，让酱香科技留在我的记忆里，你不买我不买,-1
$上证指数(SH000001)$别装了，快到碗里来,-1
死鸭子不让涨，死压着不让涨！,-1
股市预警:散户注意保护好自己钱口袋，某信股指期货大开股指期货空单，想割我们韭菜，,-1
$上证指数(SH000001)$这种算阴跌么,-1
$上证指数(SH000001)$都是瞎猜，瞎扯蛋，,-1
预测明天再来一个板！！如果说准了大家叫我一声哥，如果不准，请大家用小皮鞭抽我！！,1
拉红了却又打下去。看见了光却发现不是黎明前夕。没有什么比这个更难受了。,-1
$上证指数(SH000001)$谨慎看空中通客车！,-1
$上证指数(SH000001)$3400是连轴结，可上可下，可右可左，可横盘！这,0
$上证指数(SH000001)$今天老王等同于当年老郭，连这种敏感性都没有的且继,0
$N军信(SZ301109)$$上证指数(SH000001)$机构现在就是搞批发,0
《每日一帖，向着50万目标》净资产79668 当日盈亏-2425 累计提-15K,-1
明天又是券商领涨，反包过独峰,1
$上证指数(SH000001)$好难，又赚指数亏钱的一天[亏大了][亏大了],-1
$上证指数(SH000001)$中信说底你信吗？,0
机构出的货，散户有那么大的力量抄的底，,0
买新潮石油股避险吧,-1
一定要这样恶意打压大盘吗？帅不过三秒啊！,-1
0.4%是真的吗,-1
都是主力所为,0
白酒走向新一代消费者的步伐加快，需要的正是上海贵酒这种年轻、时尚、创新、国际化的,1
牛市启动[呲牙][呲牙][呲牙],1
只想问问内资什么时候不跑！？,-1
$上证指数(SH000001)$万事俱备静待时机,0
$上证指数(SH000001)$这市场太有意思了，一个月赚的三天杀没了，最可气的,-1
$上证指数(SH000001)$他来啦[色],0
翻来覆去就那么几只股票涨，昨天指数跌的时候，股票都跌了五六个点，今天指数涨只涨了,0
每次跌的时候半导体就涨,0
最哪天尾盘不跳水,-1
红日药业趋势明朗，前段时间主力一直在吸筹，明后天突然来根20cm,1
看着也不像到底的样子啊,-1
稳住，洗盘而已，大家不要跑,1
回本，难似上青天,-1
加仓,1
《实盘更新第四年   11月15日》  本周盈利4万1,1
这两天就得暴跌回补缺口，快跑,-1
$上证指数(SH000001)$精确计算，3005见,-1
$上证指数(SH000001)$高开的真好,1
2022必破三千,-1
这下又露馅吧，哪来的牛市？就是一股牛味。,0
$上证指数(SH000001)$难道要到2646?,-1
兄弟们快去买煤炭,1
搬好小板凳，看戏,0
等待,0
明天军工股会大涨,1
乾坤倒转征程第三十九天。友友们，干杯！胜的。[得意][献花][献花][献花][呲,0
高开就是为了更好的砸盘,-1
加油腊鸡股继续飞,1
请教识者，问下003039是赵老哥进入吗？,0
159633中证1000指数ETF，很有投资性价比,0
国家大力支持和发展快递业！谁是龙头？在快递业中重点支持科技创新、创新技术，这个又,1
牛市来了，老乡别跑，我还能送,1
昨天把炒妖股的账户关了，今天就拉中字头，方向已经很明显了，不用叫，愿意跟上的就跟,-1
$上证指数(SH000001)$反弹就是出逃机会，不要犹豫不决,-1
小心北向资金，这次很快要露出马脚了！,0
空头太强大了，,-1
目前来看，午后还要再接再厉，只有站稳3203点之上，多方才能打败空方。虽然指数是,1
券商不拉都是忽悠人的什么鸡肉概念猪肉概念都是忽悠人的。,-1
$上证指数(SH000001)$要时刻保持清醒，当外围活跃的时候，A股求稳!上证,0
[哭],-1
反弹在哪里？？？？？在哪里,0
5000点已不是遥不可及了。,1
下午等着跳水？,-1
跳水了,-1
$上证指数(SH000001)$诗与远方，看好的股，看好的公司，坚定不移，敢下跌,0
$上证指数(SH000001)$今天的2880点击穿一下就拉起来呢？就因为这个位,1
礼拜五最后一天周末了，今天肯定是让人失望的一天，大盘始终是一个熊样,-1
3312点支撑，3341.3392.3440三道阻力,-1
$上证指数(SH000001)$盘之感和逻辑，今天向下,-1
已成无底洞,-1
潜力这么好的大A就是被丑股干扰,-1
A股过山车开始启动了吗,-1
下午全部指数变绿,-1
大盘会涨吗？,0
这样强拉指数过4000点小意思了,1
今日仓位5成;分散持仓,0
继续涨啊，垃圾，为了套人，也是费尽心思了,0
通欲重工的庄家配合大股东司兴奎减持拉高出货的！小心下午跳水被套！！美国股市创新高,-1
再见，空仓到过年,-1
$上证指数(SH000001)$真是我终于清仓了,-1
$上证指数(SH000001)$002998；俺就等你出年报了；也就一个月左右的,0
慧眼识盘,0
转发,0
$上证指数(SH000001)$一轮下刹剂干了不少水份，不必盲目看空，选股进仓，,1
$上证指数(SH000001)$管住你的手，下周破2千9,-1
$上证指数(SH000001)$全年最好的大波段行情来了，以上证指数为例，一个3,1
上阵指数继续调整。创业板指震荡。光伏指数。震荡。小幅下跌。德业头肩顶正在形成。上,-1
你们觉得恒生科技怎么样了说实话我想买一成仓。这两天我止损位就设置在前低。跌破就跑,-1
300634蓄势待:让他突然来个猛烈的大反攻！,1
诱空诱空，做多做多,-1
为什么东方财富的行情数据，主力流入从来都是负数？难道每天都是净流出？,-1
3688的盘语,0
$上证指数(SH000001)$虎头蛇尾的一天,0
$上证指数(SH000001)$万丛绿中一点红,1
看来不破3000是不会起稳啊！咋就没人。。,-1
清了！留了四分之一,-1
大盘回到3300，持有股还在2900，我在玩什么？,0
接下来很可能周线级别下调,-1
$上证指数(SH000001)$敢问底在何方，底在底下。,-1
快跑，埋人了,-1
干万不要打新了，越打越跌,-1
可还有值得各位留恋的吗？33300以上进来的老铁们,-1
上证是直接上冲6000点.还是再回双底？,1
$上证指数(SH000001)$A股大涨三天我买了物产环能，倒亏1万，我也是服了,1
$上证指数(SH000001)$跌吧我看你能跌到哪[笑哭][笑哭],-1
一年只做一次预测。今年收盘点位超过3700点。100%准确。,1
本来你跌劳资涨追近一点，你踏马是怎么又翻红的,-1
$上证指数(SH000001)$这大盘现在真奇葩，外盘跌大盘涨外盘涨大盘跌，真是,-1
打满仓了，贡献我一点对方力量,-1
全是拉的权重股。个股下来容易上去难,-1
总攻,1
这个月的主线就是数字经济，数字货币，股友们不要被忽悠下车，我们一起收获,-1
$上证指数(SH000001)$这个月亏了一千多块钱了，非常焦虑，连续好几天都睡,-1
$上证指数(SH000001)$继续杀,-1
$上证指数(SH000001)$庄哥说了今天开始牛不回头，一气到4890,1
今天银行股居然雄起了牛逼呀,1
#有奖征文|业绩窗口期，解读中报赢奖金#,0
两点半起飞,1
$上证指数(SH000001)$破破破破,-1
