Date,HIGH,CLOSE,LOW,OPEN,VOLUME
2016-09-28,3243.647,3230.8904,3227.996,3243.647,44727
2016-09-29,3257.7668,3244.3874,3234.8032,3234.857,55453
2016-09-30,3260.9405,3253.2848,3239.0364,3240.1775,44978
2016-10-10,3294.6409,3293.8689,3258.9584,3265.3644,80519
2016-10-11,3308.0042,3306.5573,3292.8775,3296.8672,87713
2016-10-12,3302.561,3300.0099,3289.7532,3299.1388,68670
2016-10-13,3307.4091,3302.6455,3292.3974,3299.1557,81224
2016-10-14,3306.6859,3305.8481,3285.729,3298.734,82316
2016-10-17,3309.0097,3277.8787,3271.5413,3305.9635,86114
2016-10-18,3321.3324,3321.3324,3272.6815,3272.6815,102861
2016-10-19,3332.5201,3316.2407,3309.8313,3323.3038,101168
2016-10-20,3324.9031,3318.6044,3312.1741,3317.1792,79239
2016-10-21,3341.5603,3327.74,3309.1787,3315.7156,109785
2016-10-24,3382.8259,3367.5778,3330.9674,3332.5125,153014
2016-10-25,3373.9139,3367.4547,3356.5853,3367.4753,111192
2016-10-26,3367.831,3354.8003,3349.5744,3365.1975,98025
2016-10-27,3352.3545,3345.695,3335.1332,3351.4603,77630
2016-10-28,3370.7485,3340.1262,3337.2888,3347.1438,93133
2016-10-31,3340.4695,3336.2778,3317.3279,3332.406,71353
2016-11-01,3359.3941,3359.0515,3334.4568,3338.7099,74938
2016-11-02,3356.3974,3333.3524,3331.3841,3350.71,91197
2016-11-03,3379.9889,3365.085,3324.8378,3326.9045,126224
2016-11-04,3377.6394,3354.1749,3348.4263,3362.2055,104070
2016-11-07,3362.7416,3356.5916,3342.3122,3353.4441,99878
2016-11-08,3383.9174,3371.1177,3361.1292,3367.6974,103148
2016-11-09,3373.096,3353.0547,3322.0798,3370.5999,139110
2016-11-10,3403.0158,3390.6119,3374.906,3374.906,134706
2016-11-11,3422.6715,3417.2211,3382.8925,3387.9481,198781
2016-11-14,3452.6159,3430.2482,3408.1392,3409.2241,213247
2016-11-15,3434.9216,3429.8697,3415.9948,3428.8663,134566
2016-11-16,3435.6366,3429.5921,3419.2435,3432.4336,129809
2016-11-17,3437.669,3436.535,3412.8771,3423.4654,121562
2016-11-18,3443.1185,3417.4554,3413.2698,3437.4898,115951
2016-11-21,3463.1423,3441.1106,3412.0801,3412.6523,146435
2016-11-22,3469.2189,3468.3637,3443.2201,3443.2201,168523
2016-11-23,3492.9564,3474.7289,3465.7639,3473.8949,162389
2016-11-24,3508.1648,3488.7402,3467.0108,3468.8071,145746
2016-11-25,3521.3029,3521.2984,3463.9477,3490.0399,153622
2016-11-28,3553.3603,3535.0807,3528.3196,3538.6754,207375
2016-11-29,3583.7185,3564.0404,3521.3787,3525.9011,236918
2016-11-30,3567.0689,3538.001,3527.0231,3557.6357,178560
2016-12-01,3575.97,3565.036,3543.245,3543.9555,180171
2016-12-02,3562.5497,3528.9547,3516.7881,3559.7711,196355
2016-12-05,3496.8838,3469.4073,3457.3433,3473.6876,180852
2016-12-06,3477.5901,3459.1533,3456.8067,3466.2417,115529
2016-12-07,3475.7473,3475.7473,3445.7561,3458.3687,114345
2016-12-08,3484.3402,3470.1426,3466.512,3481.8067,117384
2016-12-09,3507.9276,3493.7004,3461.7612,3464.8733,150303
2016-12-12,3495.8022,3409.1794,3400.793,3489.2683,187468
2016-12-13,3416.2147,3405.0355,3370.5956,3394.2072,121105
2016-12-14,3412.2795,3378.9453,3378.2656,3399.4113,124008
2016-12-15,3378.0367,3340.4338,3327.1429,3363.8597,114961
2016-12-16,3356.2916,3346.0305,3330.4928,3335.3625,90775
2016-12-19,3344.8584,3328.9827,3324.9986,3342.3449,81641
2016-12-20,3329.1022,3309.0641,3289.2682,3328.2985,87570
2016-12-21,3342.4761,3338.536,3313.7451,3313.7451,108255
2016-12-22,3340.3628,3335.672,3322.7196,3335.1218,92277
2016-12-23,3334.8937,3307.5991,3300.8843,3333.4009,97445
2016-12-26,3322.4212,3322.4006,3267.0481,3293.2236,89794
2016-12-27,3330.2324,3316.3852,3315.8318,3319.2061,75486
2016-12-28,3320.5467,3301.8887,3293.1737,3315.7526,69000
2016-12-29,3312.113,3297.7648,3288.0959,3297.036,70088
2016-12-30,3313.5497,3310.0808,3295.7513,3302.5993,71744
2017-01-03,3345.2629,3342.2272,3313.9534,3313.9534,86568
2017-01-04,3369.5658,3368.3117,3338.1527,3340.5576,90051
2017-01-05,3373.4119,3367.7892,3361.462,3368.3402,88336
2017-01-06,3368.8705,3347.6665,3346.8914,3366.8522,87459
2017-01-09,3366.2219,3363.9014,3344.3472,3345.7483,83708
2017-01-10,3370.5051,3358.2716,3354.0878,3361.6394,83819
2017-01-11,3366.6315,3334.4954,3334.2978,3355.8008,91071
2017-01-12,3343.1279,3317.6241,3315.9629,3332.6857,81239
2017-01-13,3338.174,3319.9122,3309.3741,3317.9625,84181
2017-01-16,3322.7819,3319.4455,3264.2071,3314.1507,157779
2017-01-17,3327.3767,3326.3563,3292.2044,3305.6001,69453
2017-01-18,3350.9619,3339.3653,3320.4062,3323.3389,70623
2017-01-19,3346.4959,3329.2891,3324.6835,3330.9522,66160
2017-01-20,3358.4121,3354.8891,3326.374,3326.9773,65300
2017-01-23,3378.7388,3364.0808,3355.8475,3359.0543,75557
2017-01-24,3371.32,3364.4509,3355.899,3363.1374,66194
2017-01-25,3376.4415,3375.9042,3357.2183,3361.6561,58377
2017-01-26,3395.8848,3387.9606,3378.2609,3378.2609,65317
2017-02-03,3392.4773,3364.4923,3362.5653,3390.9315,55189
2017-02-06,3381.3348,3373.2051,3358.7516,3368.1081,68521
2017-02-07,3376.7099,3365.6849,3354.6251,3371.7695,63754
2017-02-08,3383.6859,3383.2878,3347.4302,3361.7811,75403
2017-02-09,3406.5888,3396.2924,3379.7872,3381.8992,97559
2017-02-10,3422.3256,3413.4868,3398.0295,3398.3173,123769
2017-02-13,3439.5432,3436.275,3416.8746,3416.9168,120145
2017-02-14,3440.6748,3435.8042,3424.4028,3438.511,94809
2017-02-15,3448.0322,3421.7131,3417.0811,3435.3882,127643
2017-02-16,3440.9331,3440.9331,3418.3514,3421.8299,108277
2017-02-17,3457.5562,3421.4419,3419.6143,3443.6166,114600
2017-02-20,3472.6035,3471.3926,3421.6434,3421.6434,132629
2017-02-21,3490.0855,3482.823,3472.017,3475.0584,114842
2017-02-22,3489.946,3489.7567,3473.524,3483.2008,102816
2017-02-23,3492.9616,3473.3236,3460.118,3487.5745,99536
2017-02-24,3473.8517,3473.8517,3455.2514,3468.9588,95535
2017-02-27,3472.8356,3446.2228,3441.3938,3471.1319,98672
2017-02-28,3460.9089,3452.8103,3441.3589,3445.0274,75215
2017-03-01,3472.6962,3458.4376,3449.109,3452.2058,103260
2017-03-02,3468.471,3435.0963,3434.001,3463.4829,89898
2017-03-03,3428.8824,3427.8628,3412.8312,3424.6627,80995
2017-03-06,3449.0342,3446.484,3425.9041,3427.2533,83071
2017-03-07,3454.0386,3453.9565,3440.0574,3446.1628,80335
2017-03-08,3457.0351,3448.7313,3441.2575,3452.2006,79588
2017-03-09,3443.0455,3426.9438,3414.6782,3442.8953,84570
2017-03-10,3436.2388,3427.8916,3423.9369,3423.9776,70016
2017-03-13,3458.098,3458.098,3412.6879,3425.6723,91684
2017-03-14,3465.3915,3456.6934,3448.9034,3456.6584,77078
2017-03-15,3463.9191,3463.6436,3445.2676,3452.2139,79105
2017-03-16,3492.1267,3481.5066,3472.2694,3472.2694,106334
2017-03-17,3488.4969,3445.8051,3441.4685,3485.3114,103756
2017-03-20,3454.063,3449.6126,3429.8254,3449.0515,88734
2017-03-21,3466.7026,3466.3468,3445.6416,3449.7696,87708
2017-03-22,3464.3328,3450.0502,3433.4994,3450.7544,104936
2017-03-23,3470.8164,3461.9782,3435.6912,3452.4056,94318
2017-03-24,3499.3179,3489.5997,3461.1108,3464.1966,125646
2017-03-27,3505.9789,3478.0385,3474.5206,3488.7647,107015
2017-03-28,3482.2923,3469.8093,3461.4678,3480.249,84195
2017-03-29,3483.0571,3465.1933,3455.5529,3472.9665,104852
2017-03-30,3467.3049,3436.758,3422.366,3461.6159,116377
2017-03-31,3456.3051,3456.0455,3430.8197,3434.8222,91577
2017-04-05,3504.5379,3503.8932,3475.1486,3476.4231,143399
2017-04-06,3517.7779,3514.0469,3495.7246,3507.9879,136767
2017-04-07,3526.815,3517.4634,3506.3885,3514.4521,140293
2017-04-10,3522.7955,3505.1392,3502.0826,3519.4597,141887
2017-04-11,3520.1315,3517.328,3466.139,3503.8294,165946
2017-04-12,3523.0975,3509.4387,3497.9991,3514.5723,181825
2017-04-13,3518.4385,3514.5662,3496.5699,3500.2838,129982
2017-04-14,3517.4664,3486.5045,3476.9468,3516.8103,135474
2017-04-17,3480.5696,3479.9417,3453.6759,3475.7381,117165
2017-04-18,3489.0845,3462.7429,3462.6297,3474.8892,110928
2017-04-19,3459.3524,3445.8761,3418.514,3452.9904,121349
2017-04-20,3465.6088,3461.5481,3440.7151,3444.5225,114184
2017-04-21,3475.5622,3466.7865,3449.5421,3461.389,104419
2017-04-24,3458.2279,3431.2587,3403.9792,3458.2279,114661
2017-04-25,3449.6716,3440.9743,3422.6521,3427.7322,94072
2017-04-26,3466.5651,3445.1832,3439.1505,3440.2526,111940
2017-04-27,3449.2723,3446.7202,3399.5392,3435.1017,123298
2017-04-28,3439.904,3439.753,3417.2375,3439.5735,101632
2017-05-02,3436.3064,3426.5766,3418.6652,3427.9169,92797
2017-05-03,3432.2248,3413.1282,3403.0782,3421.7586,91670
2017-05-04,3421.3953,3404.3864,3391.277,3404.9379,103482
2017-05-05,3395.4532,3382.5502,3366.5568,3393.4831,109895
2017-05-08,3374.1571,3358.8125,3339.5743,3369.1084,123749
2017-05-09,3358.0463,3352.5324,3327.5901,3342.5981,76772
2017-05-10,3369.4345,3337.7007,3336.003,3350.6502,92083
2017-05-11,3359.6003,3356.6459,3312.8921,3322.9455,109253
2017-05-12,3387.2677,3385.3787,3349.1671,3350.9371,93386
2017-05-15,3406.581,3399.1937,3391.5881,3391.5881,82978
2017-05-16,3428.8531,3428.6491,3373.552,3390.925,105242
2017-05-17,3433.9695,3409.9656,3408.1541,3423.19,99737
2017-05-18,3409.9319,3398.1127,3383.935,3387.6655,85760
2017-05-19,3405.9448,3403.8492,3392.3776,3395.2318,71474
2017-05-22,3424.1776,3411.2387,3391.1748,3400.5882,92540
2017-05-23,3434.7662,3424.194,3401.5338,3405.0254,116911
2017-05-24,3424.1669,3424.1669,3383.8922,3409.7169,83553
2017-05-25,3490.4176,3485.6581,3413.2246,3414.3992,130722
2017-05-26,3498.3148,3480.4345,3473.04,3479.6206,103241
2017-05-31,3515.0812,3492.8845,3474.9215,3495.073,104830
2017-06-01,3499.8142,3497.7382,3476.4283,3485.2223,103128
2017-06-02,3498.1189,3486.5074,3470.2017,3491.5893,82668
2017-06-05,3484.1244,3468.7538,3462.3144,3480.1692,79738
2017-06-06,3492.8816,3492.8816,3460.4534,3464.3765,64089
2017-06-07,3537.0947,3533.8718,3491.1328,3493.8846,104420
2017-06-08,3562.2724,3560.9786,3528.179,3531.2419,90225
2017-06-09,3590.8872,3576.1703,3560.6336,3561.2411,101188
2017-06-12,3603.6901,3574.3894,3565.9012,3570.2191,90381
2017-06-13,3584.4094,3582.2674,3559.2134,3569.1594,75177
2017-06-14,3571.2483,3535.2987,3530.274,3571.2483,83811
2017-06-15,3542.2796,3528.7926,3508.9461,3530.7465,82633
2017-06-16,3536.1401,3518.7611,3514.3892,3522.9745,76453
2017-06-19,3554.91,3553.6653,3520.0602,3520.0602,79797
2017-06-20,3563.6964,3546.494,3539.5149,3560.7871,80510
2017-06-21,3587.9863,3587.955,3545.5666,3567.1256,87860
2017-06-22,3635.5273,3590.3425,3581.3375,3583.5583,135527
2017-06-23,3623.2352,3622.8831,3569.3225,3583.4359,105129
2017-06-26,3671.9435,3668.0919,3627.0208,3627.0208,134638
2017-06-27,3676.5328,3674.7152,3648.7635,3665.5775,97559
2017-06-28,3672.1887,3646.1666,3644.0268,3664.1629,97921
2017-06-29,3669.1345,3668.8279,3644.7331,3649.2525,85589
2017-06-30,3669.7584,3666.7977,3646.2272,3654.7348,81510
2017-07-03,3667.5957,3650.8463,3633.7825,3667.2316,88821
2017-07-04,3646.8455,3619.9841,3611.6911,3646.828,95071
2017-07-05,3660.7291,3659.6795,3610.4586,3611.8984,88232
2017-07-06,3666.7745,3660.0967,3629.56,3654.5576,102379
2017-07-07,3657.1131,3655.9293,3631.8702,3647.6416,103735
2017-07-10,3667.8455,3653.6868,3641.5277,3647.9379,120592
2017-07-11,3701.2087,3670.8086,3645.9946,3646.8783,118761
2017-07-12,3691.5814,3658.8236,3640.5893,3672.6328,122288
2017-07-13,3690.4832,3686.9205,3652.5658,3656.3502,125670
2017-07-14,3703.094,3703.094,3672.7425,3682.6153,105514
2017-07-17,3716.47,3663.5575,3621.3652,3700.6179,178822
2017-07-18,3667.5408,3667.1807,3622.0414,3648.4942,124622
2017-07-19,3731.0468,3729.7466,3658.2035,3660.8665,182478
2017-07-20,3750.1938,3747.8843,3723.0689,3725.1436,142410
2017-07-21,3751.6947,3728.5976,3722.0656,3738.1847,117941
2017-07-24,3755.1902,3743.4686,3719.8488,3724.3778,134869
2017-07-25,3752.1559,3719.559,3713.2766,3742.6405,121672
2017-07-26,3738.5316,3705.3884,3684.1819,3722.8761,136325
2017-07-27,3716.6888,3712.1947,3672.4971,3700.8558,145003
2017-07-28,3725.5378,3721.8914,3696.7776,3703.4895,111411
2017-07-31,3746.5207,3737.8732,3713.655,3722.4282,148429
2017-08-01,3770.4043,3770.3828,3737.0954,3738.7364,152547
2017-08-02,3784.3511,3760.8525,3759.2764,3768.1938,172293
2017-08-03,3766.3452,3727.8264,3718.4351,3755.1081,146154
2017-08-04,3738.7312,3707.5796,3707.003,3724.7225,157470
2017-08-07,3730.7774,3726.7948,3689.9552,3701.2161,124232
2017-08-08,3737.3344,3732.2129,3718.8116,3724.3287,137242
2017-08-09,3738.999,3731.044,3713.5668,3728.0319,124680
2017-08-10,3746.8614,3715.9208,3688.1766,3724.962,130085
2017-08-11,3700.4944,3647.3503,3645.0945,3687.9314,150387
2017-08-14,3698.3663,3694.6831,3651.3754,3651.3754,115308
2017-08-15,3719.2931,3706.0566,3692.2802,3695.78,106445
2017-08-16,3707.144,3701.4207,3679.7338,3701.1337,104134
2017-08-17,3722.6239,3721.277,3704.4126,3707.0668,108656
2017-08-18,3733.4914,3724.6748,3700.4112,3707.1891,96562
2017-08-21,3744.2631,3740.9941,3728.6157,3731.8399,100313
2017-08-22,3758.2924,3752.298,3734.5556,3745.7543,100293
2017-08-23,3772.4568,3756.0884,3741.7204,3747.6108,104962
2017-08-24,3765.7082,3734.6458,3729.0876,3755.8902,89947
2017-08-25,3795.9693,3795.7544,3736.2916,3736.2916,129941
2017-08-28,3866.9422,3842.7119,3805.6567,3805.6567,185576
2017-08-29,3847.9303,3834.5376,3825.7597,3839.1779,128227
2017-08-30,3854.7062,3834.3005,3827.8607,3834.2682,141353
2017-08-31,3840.199,3822.0928,3800.8861,3835.8394,132945
2017-09-01,3843.6176,3830.5383,3818.1586,3825.3392,158646
2017-09-04,3847.0906,3845.6163,3813.5537,3828.5447,149566
2017-09-05,3865.2938,3857.0464,3841.9514,3845.5451,124964
2017-09-06,3858.2481,3849.4499,3831.3835,3846.7471,131399
2017-09-07,3858.1617,3829.8713,3828.835,3851.688,123884
2017-09-08,3843.0186,3825.9895,3813.9833,3830.0707,106037
2017-09-11,3850.7409,3825.6453,3817.5108,3828.3422,123884
2017-09-12,3849.3885,3837.9341,3822.0037,3832.2422,144190
2017-09-13,3847.7841,3842.6061,3822.9441,3835.5493,95411
2017-09-14,3854.4931,3829.9554,3820.0876,3843.572,115359
2017-09-15,3843.297,3831.2965,3818.5234,3826.1448,122427
2017-09-18,3862.3589,3843.1428,3832.9626,3832.9626,117934
2017-09-19,3857.303,3832.1161,3820.2885,3849.8794,112433
2017-09-20,3850.9426,3842.4353,3827.8858,3830.1549,101130
2017-09-21,3860.7977,3837.8176,3837.384,3843.2577,111098
2017-09-22,3842.252,3837.7304,3816.8225,3826.4589,100620
2017-09-25,3835.3894,3817.7915,3811.1192,3829.219,103949
2017-09-26,3821.6928,3820.7816,3808.3827,3810.3333,81869
2017-09-27,3832.566,3821.2,3818.8147,3818.9646,85656
2017-09-28,3827.3308,3822.5386,3813.7532,3821.5904,93544
2017-09-29,3852.2236,3836.5013,3825.2021,3825.2021,93306
2017-10-09,3918.8391,3882.2076,3876.0322,3910.1149,135536
2017-10-10,3900.7418,3889.8637,3855.4666,3883.0037,112533
2017-10-11,3913.0695,3902.6868,3885.497,3886.8184,104418
2017-10-12,3917.4435,3912.9536,3897.5472,3902.0156,94341
2017-10-13,3927.1744,3921.0017,3908.8885,3912.975,90142
2017-10-16,3947.4239,3913.4462,3913.3224,3926.2754,121355
2017-10-17,3924.6141,3913.0688,3900.4758,3910.7894,82241
2017-10-18,3944.4106,3944.1626,3914.8152,3914.8152,100970
2017-10-19,3944.0349,3931.2495,3923.6455,3940.5831,106527
2017-10-20,3928.9607,3926.852,3910.1974,3918.5265,72980
2017-10-23,3936.2729,3930.7981,3920.6562,3930.8914,81485
2017-10-24,3959.4951,3959.3953,3922.0288,3926.2299,93058
2017-10-25,3978.0893,3976.949,3954.0011,3958.1669,88205
2017-10-26,4013.5988,3993.5752,3973.5535,3980.0479,129895
2017-10-27,4024.4645,4021.9676,3991.354,3992.5539,126673
2017-10-30,4033.3394,4009.7218,3960.2698,4022.1641,157388
2017-10-31,4009.2828,4006.7179,3983.2565,3995.3935,109179
2017-11-01,4032.4581,3996.6221,3991.3235,4007.9116,130417
2017-11-02,3999.2262,3997.1343,3971.3761,3994.0946,126101
2017-11-03,3999.3373,3992.6979,3963.0263,3992.3496,129404
2017-11-06,4021.6382,4020.8896,3975.4069,3989.1824,122081
2017-11-07,4064.2178,4054.2465,4021.3639,4022.4018,152117
2017-11-08,4089.1457,4048.0057,4040.5772,4051.4935,150828
2017-11-09,4076.6102,4075.8998,4038.4004,4043.0663,121056
2017-11-10,4116.7142,4111.9112,4067.657,4070.2763,141817
2017-11-13,4137.6455,4128.0733,4115.5507,4115.5507,151446
2017-11-14,4133.5462,4099.351,4086.8903,4129.2736,143237
2017-11-15,4102.8071,4073.6696,4055.7167,4084.2131,120636
2017-11-16,4107.617,4105.0122,4062.2734,4063.4943,121384
2017-11-17,4122.3756,4120.8508,4081.3723,4094.0787,191784
2017-11-20,4144.5144,4143.8334,4060.9636,4093.734,137447
2017-11-21,4220.2636,4217.7015,4129.9783,4131.8482,180351
2017-11-22,4260.6395,4227.5666,4191.145,4228.3721,186477
2017-11-23,4214.1895,4102.3966,4086.9018,4213.3781,178147
2017-11-24,4116.5942,4104.2034,4057.4894,4089.4723,130858
2017-11-27,4088.9318,4049.9475,4037.1457,4088.9318,143455
2017-11-28,4056.4753,4055.8235,4010.2955,4034.2057,102058
2017-11-29,4069.2418,4053.7529,4004.687,4061.3545,124554
2017-11-30,4052.797,4006.0993,3988.0018,4034.0091,107983
2017-12-01,4027.1064,3998.1365,3984.3776,4003.5604,97387
2017-12-04,4032.9859,4018.8571,3982.3182,3989.0466,102647
2017-12-05,4045.9331,4040.1704,4006.5432,4007.9361,154087
2017-12-06,4031.7533,4015.8211,3964.8087,4027.1231,109286
2017-12-07,4017.9465,3971.0569,3955.9939,4003.5826,90254
2017-12-08,4014.1387,4003.3792,3955.44,3962.8288,89283
2017-12-11,4069.4997,4069.4997,4005.2687,4006.8784,97149
2017-12-12,4070.1503,4016.0163,4015.4546,4068.5053,84339
2017-12-13,4052.6878,4050.0927,4004.7436,4013.8319,77546
2017-12-14,4057.6245,4026.1516,4013.8546,4050.9028,80769
2017-12-15,4020.2668,3980.8558,3974.9277,4018.7313,89044
2017-12-18,4008.0688,3985.2914,3967.9343,3983.2965,77853
2017-12-19,4035.6296,4035.3294,3985.8233,3985.8233,77529
2017-12-20,4044.8485,4030.4898,4015.6285,4036.019,90605
2017-12-21,4080.781,4067.8485,4014.6526,4023.076,96836
2017-12-22,4076.8028,4054.5984,4048.4913,4064.9131,73474
2017-12-25,4086.9342,4041.5401,4026.4496,4057.4173,91927
2017-12-26,4056.8554,4053.6224,4015.2996,4040.6173,91119
2017-12-27,4047.7366,3991.2075,3986.7385,4045.2793,105154
2017-12-28,4036.6975,4018.8974,3980.2358,3992.997,118543
2017-12-29,4043.14,4030.8549,4012.8749,4022.8826,90487
2018-01-02,4087.7789,4087.4012,4045.2086,4045.2086,146935
2018-01-03,4140.0543,4111.3925,4088.7302,4091.4607,151852
2018-01-04,4137.642,4128.8119,4105.8858,4114.1213,134544
2018-01-05,4151.2818,4138.7505,4123.2817,4133.3439,149010
2018-01-08,4166.3182,4160.1595,4127.3081,4140.8545,173878
2018-01-09,4191.2843,4189.2977,4153.5021,4157.5394,139034
2018-01-10,4211.0549,4207.8132,4175.1355,4187.2044,151122
2018-01-11,4211.799,4205.5863,4181.9572,4197.1136,121579
2018-01-12,4227.3923,4225.001,4199.0251,4205.1444,111355
2018-01-15,4262.9314,4225.2393,4216.3585,4229.8357,170908
2018-01-16,4260.2118,4258.473,4213.1275,4215.6247,161495
2018-01-17,4283.3449,4248.1164,4230.5367,4261.7833,214311
2018-01-18,4292.6372,4271.4168,4246.684,4259.375,172033
2018-01-19,4316.5714,4285.395,4269.6167,4281.9371,209491
2018-01-22,4338.4832,4336.5974,4275.8977,4276.4811,174643
2018-01-23,4383.5722,4382.6129,4346.7925,4346.8885,201868
2018-01-24,4397.8196,4389.8853,4349.0865,4389.4547,219819
2018-01-25,4392.1963,4365.0794,4336.2386,4381.9768,195375
2018-01-26,4403.3375,4381.2996,4351.4871,4352.2211,177227
2018-01-29,4395.9053,4302.0181,4287.1124,4387.0577,191100
2018-01-30,4308.5115,4256.1021,4251.5706,4286.6834,139035
2018-01-31,4287.8576,4275.8986,4232.7727,4234.1101,145210
2018-02-01,4287.3888,4245.8978,4214.2909,4276.3425,190003
2018-02-02,4271.7647,4271.2326,4181.7793,4213.9386,146067
2018-02-05,4274.1464,4274.1464,4200.1409,4204.458,161348
2018-02-06,4211.5234,4148.8856,4131.5562,4182.3257,214910
2018-02-07,4212.5677,4050.4972,4048.4228,4205.7365,203127
2018-02-08,4071.6653,4012.0472,3974.6779,4022.8802,159270
2018-02-09,3911.2917,3840.6527,3759.1463,3896.1691,206350
2018-02-12,3907.843,3890.1046,3828.0697,3846.2671,116183
2018-02-13,3986.9807,3935.6324,3925.5955,3925.5955,112566
2018-02-14,3971.4041,3966.9614,3923.1267,3945.0943,71081
2018-02-22,4058.7878,4052.7332,4009.9202,4020.9731,105812
2018-02-23,4085.2008,4071.0889,4035.2319,4061.7545,99459
2018-02-26,4128.7435,4118.4186,4048.9834,4093.3988,137881
2018-02-27,4120.8712,4058.9806,4051.8054,4120.8712,125934
2018-02-28,4051.7124,4023.6415,3991.7063,4016.7911,109344
2018-03-01,4061.0328,4049.0863,3986.8947,3994.8686,110200
2018-03-02,4044.4183,4016.461,4006.9435,4014.951,96165
2018-03-05,4042.8346,4018.097,3995.8715,4021.6575,87953
2018-03-06,4067.5525,4066.5647,3998.9317,4034.9854,138762
2018-03-07,4089.6964,4036.6536,4027.9363,4063.5028,106952
2018-03-08,4078.2263,4077.6001,4029.7144,4038.9527,91156
2018-03-09,4110.6738,4108.8652,4076.4537,4088.0704,113702
2018-03-12,4139.5259,4127.6662,4112.7658,4130.7082,140907
2018-03-13,4130.2829,4091.2533,4087.5629,4124.3312,111766
2018-03-14,4089.0942,4073.3447,4066.4896,4076.0626,99013
2018-03-15,4098.989,4096.1627,4058.7058,4058.7058,88161
2018-03-16,4110.0451,4056.4226,4055.822,4096.8857,84896
2018-03-19,4074.518,4074.2479,4033.5216,4054.6167,81503
2018-03-20,4080.1925,4077.7041,4040.308,4045.7428,80605
2018-03-21,4110.1158,4061.0502,4046.2408,4097.0243,97609
2018-03-22,4072.3771,4020.349,4003.721,4062.0668,89095
2018-03-23,3928.5114,3904.9355,3834.9373,3896.7359,180080
2018-03-26,3883.901,3879.893,3829.9155,3862.6948,115139
2018-03-27,3936.778,3913.2689,3881.8726,3927.492,113701
2018-03-28,3907.2811,3842.7155,3835.8825,3865.0454,101495
2018-03-29,3913.9578,3894.0498,3794.2617,3854.5914,116629
2018-03-30,3915.3473,3898.4977,3879.2128,3893.7468,97512
2018-04-02,3937.0183,3886.9189,3882.8856,3897.0052,111243
2018-04-03,3878.1504,3862.4796,3839.9333,3850.1546,95137
2018-04-04,3898.6126,3854.8625,3852.4958,3873.6267,88731
2018-04-09,3870.6736,3852.9292,3827.4133,3851.9548,84105
2018-04-10,3927.4247,3927.1729,3851.7957,3860.7225,106174
2018-04-11,3958.7071,3938.3434,3924.9603,3934.1698,111933
2018-04-12,3937.7837,3898.6354,3896.1789,3935.673,82699
2018-04-13,3929.952,3871.1443,3866.186,3920.7375,71544
2018-04-16,3869.156,3808.863,3789.6121,3862.4738,99218
2018-04-17,3822.6264,3748.6412,3745.4442,3812.8746,90611
2018-04-18,3789.6591,3766.282,3708.1068,3785.3059,106677
2018-04-19,3824.0321,3811.843,3767.7974,3774.784,99054
2018-04-20,3815.444,3760.8543,3750.1033,3801.2075,99283
2018-04-23,3787.3951,3766.3257,3735.1842,3754.6896,90356
2018-04-24,3854.4292,3843.4886,3769.8787,3769.8787,114220
2018-04-25,3838.6921,3828.7015,3817.032,3824.5929,78173
2018-04-26,3828.7129,3755.4941,3744.8852,3823.3921,87151
2018-04-27,3776.9751,3756.8765,3714.6444,3771.0369,89532
2018-05-02,3787.3025,3763.6461,3744.5475,3769.9251,83301
2018-05-03,3797.5269,3793.0001,3732.3718,3756.1657,93961
2018-05-04,3801.5243,3774.5981,3770.9389,3784.3161,71554
2018-05-07,3834.5872,3834.1877,3776.0296,3782.5404,87286
2018-05-08,3892.0732,3878.6767,3833.729,3834.6141,94215
2018-05-09,3878.9382,3871.6152,3855.7392,3876.1296,66713
2018-05-10,3894.4902,3893.0565,3867.3084,3882.8357,70668
2018-05-11,3903.3378,3872.8383,3871.9523,3902.1481,73357
2018-05-14,3919.2999,3909.2933,3886.8736,3886.8736,81976
2018-05-15,3924.3427,3924.0975,3892.9198,3920.1395,76050
2018-05-16,3923.3433,3892.8442,3889.1877,3909.8183,71914
2018-05-17,3899.5137,3864.0507,3858.8525,3895.4895,59030
2018-05-18,3903.0637,3903.0637,3841.896,3860.1644,72614
2018-05-21,3937.4607,3921.2421,3913.6046,3925.5394,92642
2018-05-22,3918.8153,3906.2081,3881.169,3918.8153,75369
2018-05-23,3898.2683,3854.5825,3854.5825,3898.2683,83722
2018-05-24,3859.1034,3827.217,3823.9235,3853.2916,68345
2018-05-25,3841.1244,3816.498,3804.1349,3823.7448,70836
2018-05-28,3846.5525,3833.2599,3799.3207,3816.2649,71521
2018-05-29,3841.7794,3804.0093,3800.6749,3824.1909,81553
2018-05-30,3767.8872,3723.3724,3722.0719,3755.1764,87913
2018-05-31,3804.7919,3802.3759,3742.5287,3749.2954,92667
2018-06-01,3802.5366,3770.5891,3753.8395,3789.6716,77822
2018-06-04,3813.4065,3807.5781,3776.6185,3785.1869,76624
2018-06-05,3845.5648,3845.3164,3800.9256,3811.2852,78687
2018-06-06,3848.3295,3837.3511,3830.8956,3839.683,73117
2018-06-07,3859.8476,3831.0128,3827.6874,3846.9367,80256
2018-06-08,3819.4607,3779.6159,3759.2717,3819.4477,83337
2018-06-11,3792.548,3779.9818,3756.5148,3770.208,68710
2018-06-12,3830.471,3825.9534,3765.2644,3783.1858,73206
2018-06-13,3817.4528,3788.3391,3782.0728,3814.6174,66378
